review,rating
"Deleting due to the ridiculous amount of abusive ads that will not let you mute them, not let you report them for being unable to mute them by deliberately placing the icon on the very edge of the screen, and will take you to Google play store to download the app before you can close them. The situation has gotten out of hand and any developers that put up with it can go f themselves, including you guys. I'm deleting your game from both my device's.",1
fun,4
outstanding,5
great day 😀,5
I like a more traditional way to play this game,3
the application does not load,1
filled with annoying ada,1
"tetris, but worse",4
Doesn't load and even if ot does there are also many ads. Isn't worth it when there are plenty of games that are similar with less ads and that actually load. Disappointed but not surprised. All things get bad when they get too big and Tetris got too big and now sucks,1
"Brave , updates And they still managed to preserve authentic experience.",5
"Just alright. Pushes pay to win currency, menus feel unresponsive, the main mode isn't just classic Tetris, idk if there is normal Tetris even. Using touch screens is worse in most ways than physical buttons, but gives a lot of control for dropping and rotating blocks at the last moment. You can't swap and store pieces and the order seems random so since you're starting with a bunch of blocks on the field you're dependant on luck rather than just skill",3
not good when the features to drop and rotate are confused as the blocks come down faster. Need a separate button grip dropping.,4
aye seems good like,5
nice game but too many ads,3
"Game is great, but over time more and more, and longer ads. It's becoming unplayable.",3
"playstudios us can expect a class action lawsuit soon! you have to watch an ad to play a game. the ads never end, and the only option is to push a button, taking you to the playstore to download the advertised game. doing this takes you out of the game app, forcing you to relog onto the game! result is you watch an ad with no promised reward!",1
"do not recommend, way too many ads.",1
addsssss,2
"Short levels with too many ads, can't even enjoy Tetris anymore. I'd rather use my desktop.",3
forced to play short timed games,2
ads suck,1
The moving controles are too sensitive making me make mistakes. Please fix!,1
Great games but lots of ads ruin it.,1
"was a 5 star but there's no more d pad for playing only swipe, they also got rid of multiplayer lowering It again to one star because when I played again the game glitched so much it was impossible to play swipes and taps don't always register and blocks will continue to fall without being moved at all in the later rounds of marathon this is a game killer and the glitches cap how far you can go. add back d pad and fix your game how the hell do you ruin such an old game by making it unplayable",1
reminds me of my childhood,5
great game bro.Tetris is a very fun game🙂🙂,5
terrible amount of ads and micro transactions. this is exactly how you destroy a 40 year old iconic game.,1
abysmal user experience. so many ads that force you to either close the app or open the play store listing for the advertised app offline mode doesnt work. I would be embarrassed to say I worked on this iteration of tetris. Just awful.,1
The ads used to be skippable after a few seconds but now it's impossible to close the ad to get back to my tetris game. It keeps forcing me into the playstore and I have to close it and relaunch the tetris game.,1
Manual drop down could be faster but still a fun game.,4
Great app!! Lots of fun!!,5
This is just an ad delivery service with some Tetris between ads. Don't bother with this app.,1
"Way too many ads, not at all like classic tetris but it is playable and enjoyable to a point.",3
"dumb, forced to play a demo of another game",2
app sucks too much ads while doing tetriz maraton,1
Ads are UNBEARABLE and designed so you have to close the same ad like 3 or 4 times after every game. greedy developers many other tetris apps without this level of advertising,1
"the ads don't go away. no box out, no waiting for the ad to time out don't work either. so tetris will be Uninstalled. i will never willing click on those ads. Just want them to go away so I dont waste my breaks or write these reviews.",2
Too slow for me,1
Great little fame but for some reason the widget on my phone doesn't work to open it up. So I have to uninstall and reinstall the fame every time I close it down. It's like ground hog day starting at the beginning everytime,1
"far too many ads, I'd honestly rather a paid and lite version of the app. Some of them are arguably unskippable. Made it to level 3000something before the game wigged out and reset my profile to square one, like literally creating a new screen name and everything. decided it wasn't worth it",1
